gene_id,P1-1,P1-4,P2-1,P2-4,P3-1,P3-4,P4-1,P4-4,P5-1,P5-4
MSTRG.26268|RP11-162D16.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26269|GGTA1P,26,114,40,21,19,24,48,47,23,15
MSTRG.2627|RP11-499O7.7,3,3,0,1,3,1,4,1,1,2
MSTRG.26270|RN7SL187P,0,0,0,0,0,3,0,0,0,0
MSTRG.26271|HMGB1P37,9,14,6,9,7,5,18,12,8,6
MSTRG.26272|DAB2IP,481,292,650,274,327,384,763,327,522,465
MSTRG.26273|RP11-524G24.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26274|RP11-244O19.1,118,151,72,70,87,104,118,120,92,54
MSTRG.26277|TTLL11,127,162,78,46,102,93,143,115,94,108
MSTRG.26278|TTLL11-IT1,0,0,0,0,0,0,0,0,0,0
MSTRG.2628|U8,0,2,0,0,0,0,0,0,0,0
MSTRG.26281|NDUFA8,1021,1015,574,575,940,928,1070,990,672,806
MSTRG.26282|LHX6,32,75,37,39,43,50,40,18,52,69
MSTRG.26283|RBM18,493,428,384,378,365,368,548,602,418,368
MSTRG.26284|MRRF,198,212,243,277,321,360,348,259,255,154
MSTRG.26285|PDCL,39,62,38,40,40,62,56,49,29,37
MSTRG.26286|OR1K1,0,0,0,0,0,0,0,0,0,0
MSTRG.26287|RC3H2,290,363,306,302,315,228,345,407,267,233
MSTRG.26288|SNORD90,0,0,0,0,0,0,0,0,0,0
MSTRG.26289|ZBTB6,87,97,100,75,98,88,120,96,92,61
MSTRG.2629|U8,0,0,0,0,0,0,0,0,0,0
MSTRG.26290|RP11-355O1.11,2,17,14,9,18,10,4,8,7,15
MSTRG.26291|GPR21|RABGAP1,550,542,364,483,543,556,649,651,483,493
MSTRG.26292|RNY1P15,0,0,0,0,0,0,0,0,0,0
MSTRG.26294|RP11-355O1.7,2,13,5,2,3,3,13,4,11,4
MSTRG.26295|RP11-123N4.4,0,0,0,0,0,0,0,0,0,0
MSTRG.26297|CRB2,0,0,0,0,0,0,0,0,0,0
MSTRG.26298|DENND1A,126,187,123,108,138,139,161,132,124,127
MSTRG.26299|MIR601,0,0,0,0,0,0,0,0,0,0
MSTRG.263|RNU6ATAC18P,0,1,0,1,0,3,0,0,1,1
MSTRG.2630|NET1,181,359,156,156,224,236,246,227,164,177
MSTRG.26300|MIR7150,0,0,0,0,0,0,0,0,0,0
MSTRG.26301|RP11-230L22.4,0,0,0,0,0,0,0,0,0,0
MSTRG.26302|AL161790.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26303|RP11-417B4.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26304|RP11-417B4.3,0,0,0,0,0,0,0,0,0,0
MSTRG.26305|U7,0,0,0,0,0,0,0,0,0,0
MSTRG.26306|PIGFP2,0,0,0,0,0,0,0,0,0,0
MSTRG.26307|NEK6,66,53,72,62,70,86,95,92,65,66
MSTRG.26308|RP11-121A14.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26309|RP11-121A14.3,0,0,0,0,0,0,0,0,0,0
MSTRG.2631|ASB13,46,60,86,42,33,100,135,134,94,83
MSTRG.26310|PSMB7,876,1342,645,568,740,689,906,799,613,766
MSTRG.26311|OLFML2A,135,344,109,86,131,162,177,179,78,165
MSTRG.26312|WDR38,0,0,0,0,0,0,0,0,0,0
MSTRG.26313|RPL35,2952,5039,2904,2259,2328,2334,3369,2976,2643,2756
MSTRG.26314|ARPC5L,306,400,208,283,310,310,414,425,304,323
MSTRG.26315|GOLGA1|SCAI,339,382,289,254,315,279,357,355,265,218
MSTRG.26316|RNU4-82P,2,0,0,0,0,1,2,0,0,0
MSTRG.26317|AL354928.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26318|FXNP2,0,0,2,0,0,0,0,0,0,0
MSTRG.26319|PPP6C,1196,610,773,1059,975,898,1229,1257,983,642
MSTRG.2632|FAM208B,412,392,332,283,291,329,438,442,259,318
MSTRG.26320|PRPS1P2,19,16,8,12,9,8,13,9,8,14
MSTRG.26321|RABEPK,81,110,50,41,54,72,100,85,62,49
MSTRG.26322|HSPA5,1230,1735,708,647,759,685,1296,1179,918,1104
MSTRG.26323|GAPVD1,235,174,299,174,355,220,236,224,303,198
MSTRG.26324|RP11-65N13.6,1,2,1,0,1,2,2,3,3,1
MSTRG.26325|RNU6-1020P,0,0,0,0,0,0,0,0,0,0
MSTRG.26326|MAPKAP1,512,680,621,554,587,799,946,853,569,473
MSTRG.26327|RN7SL30P,0,0,0,0,0,0,0,0,0,0
MSTRG.26328|RP11-12A16.3,0,0,0,0,0,0,0,0,0,0
MSTRG.26329|HNRNPA1P15,3,6,4,3,4,2,4,3,3,3
MSTRG.2633|RP11-336A10.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26330|PBX3,48,78,72,77,57,65,65,127,45,67
MSTRG.26331|PBX3,3,0,0,0,0,1,0,0,0,0
MSTRG.26332|MVB12B,263,236,168,167,233,278,311,266,224,183
MSTRG.26333|NRON,0,0,0,0,0,0,0,0,0,0
MSTRG.26334|SNORD116,0,0,0,0,0,0,0,0,0,0
MSTRG.26335|ZBTB43,509,350,102,273,449,408,538,529,577,526
MSTRG.26336|RALGPS1,129,105,116,100,130,127,170,177,117,122
MSTRG.26337|ANGPTL2,593,2472,692,357,561,883,582,502,993,1959
MSTRG.26338|RP13-225O21.2,3,0,1,2,4,2,3,3,1,2
MSTRG.26339|GARNL3,15,31,17,16,18,18,17,16,15,32
MSTRG.2634|GDI2,651,1145,613,564,698,633,669,660,529,616
MSTRG.26340|RP13-225O21.5,0,0,0,0,0,0,0,0,0,0
MSTRG.26341|RP11-356B19.11,3,4,3,2,2,2,2,1,1,3
MSTRG.26342|SLC2A8,106,133,108,61,135,105,81,105,102,81
MSTRG.26343|ZNF79,29,62,31,24,41,21,25,38,49,29
MSTRG.26345|RPL12,3143,6128,2882,2227,2834,2583,4332,3938,2966,3321
MSTRG.26346|SNORA65,1,5,2,2,1,0,1,0,2,2
MSTRG.26347|LRSAM1,109,165,109,115,148,117,144,112,126,141
MSTRG.26348|Y_RNA,0,0,0,0,0,0,1,0,0,0
MSTRG.26349|FAM129B,116,423,95,50,126,223,190,152,98,264
MSTRG.2635|NRBF2P5,0,2,0,2,2,2,1,0,2,0
MSTRG.26350|STXBP1,126,109,81,107,54,79,104,75,135,167
MSTRG.26351|MIR3911|RP11-56D16.8,9,0,1,3,0,1,0,0,4,5
MSTRG.26352|PTRH1,25,11,7,13,19,6,27,15,10,20
MSTRG.26353|CFAP157,3,8,0,0,5,10,3,0,3,0
MSTRG.26354|TTC16,2,0,3,0,0,4,2,2,2,0
MSTRG.26356|TOR2A,25,45,19,14,15,24,16,9,10,25
MSTRG.26357|SH2D3C,69,150,114,63,114,159,110,127,106,179
MSTRG.26358|AL162426.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26359|AL162586.1|CDK9|MIR3960,120,309,198,148,172,193,217,161,149,179
MSTRG.2636|RP11-318E3.9,0,1,0,1,1,0,0,0,1,1
MSTRG.26361|FPGS,195,192,156,95,162,141,160,124,147,166
MSTRG.26362|ENG,621,776,625,510,738,581,621,568,411,580
MSTRG.26363|RP11-228B15.4,14,51,41,23,60,31,35,20,29,31
MSTRG.26364|Y_RNA,0,0,0,0,1,0,0,1,0,0
MSTRG.26365|Y_RNA,0,0,0,0,0,0,2,0,0,0
MSTRG.26366|RNA5SP296,0,0,0,0,0,1,0,1,0,0
MSTRG.26368|AK1|RP11-203J24.9|ST6GALNAC6,2894,4937,3581,3130,3723,3938,4457,3826,3732,3546
MSTRG.26369|MIR4672,0,0,0,0,0,0,0,0,0,0
MSTRG.2637|ANKRD16|RPL12P28,29,50,30,30,31,11,44,48,22,14
MSTRG.26370|ST6GALNAC4,129,288,80,63,68,71,85,99,81,147
MSTRG.26371|RP11-203J24.8,0,0,0,0,0,0,0,0,3,0
MSTRG.26372|DPM2,75,98,43,46,60,49,41,48,67,58
MSTRG.26373|FAM102A,65,124,19,19,45,52,47,51,31,40
MSTRG.26374|NAIF1,33,85,52,31,56,36,59,48,29,44
MSTRG.26375|SLC25A25,80,168,277,143,404,222,425,325,506,780
MSTRG.26376|RP11-379C10.4,0,0,0,0,0,0,0,0,0,0
MSTRG.26377|SLC25A25-AS1,78,105,51,36,72,132,90,126,56,49
MSTRG.26379|PTGES2,574,606,493,464,619,683,779,624,489,616
MSTRG.2638|FBXO18,322,400,264,203,265,281,361,339,240,248
MSTRG.26380|PTGES2-AS1,1,6,3,0,1,7,0,2,1,1
MSTRG.26381|C9orf16,69,180,59,64,74,74,74,65,66,111
MSTRG.26382|CIZ1,481,615,536,306,510,439,512,489,365,374
MSTRG.26383|DNM1,50,175,35,30,34,47,40,28,47,112
MSTRG.26384|MIR199B,0,0,0,0,0,0,0,0,0,0
MSTRG.26385|AL590708.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26386|AL590708.1|AL590708.3|GOLGA2|Metazoa_SRP,410,699,462,425,568,507,613,487,449,450
MSTRG.26387|SWI5,71,128,44,36,61,53,54,38,29,82
MSTRG.26388|TRUB2,270,342,172,150,230,237,202,227,187,205
MSTRG.26389|Metazoa_SRP,0,1,0,2,0,0,0,0,0,0
MSTRG.2639|IL15RA|RP11-536K7.3,37,65,45,24,34,51,44,32,39,29
MSTRG.26390|RP11-339B21.13,1,7,0,1,2,1,0,4,0,4
MSTRG.26391|COQ4,199,306,180,157,154,153,193,153,147,170
MSTRG.26392|SLC27A4,85,113,74,52,71,81,90,99,55,82
MSTRG.26393|TMSB4XP4,44,109,27,28,35,64,31,48,28,63
MSTRG.26394|RP11-339B21.11|URM1,351,367,238,204,107,330,145,331,239,306
MSTRG.26395|MIR219A2|MIR219B,0,0,1,0,0,0,0,0,0,0
MSTRG.26396|CERCAM,45,381,101,32,53,111,85,61,66,132
MSTRG.26397|RP11-339B21.10,0,2,0,0,0,3,0,0,0,2
MSTRG.26398|ODF2,68,158,53,36,51,44,58,64,52,103
MSTRG.26399|ODF2-AS1,0,0,0,0,0,0,0,0,0,0
MSTRG.264|MIR6730,0,1,1,1,1,0,1,1,0,1
MSTRG.26400|AL359091.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26401|GLE1,226,276,288,239,270,255,315,312,219,206
MSTRG.26402|RP11-216B9.6,0,4,0,0,0,0,0,0,0,6
MSTRG.26403|RNU7-171P,0,0,2,0,0,0,0,0,0,0
MSTRG.26404|SPTAN1,598,1374,652,438,707,778,801,707,659,969
MSTRG.26405|RP11-216B9.8,0,0,0,0,0,0,0,0,0,0
MSTRG.26406|RP11-216B9.9,0,0,0,0,0,0,0,0,0,0
MSTRG.26407|WDR34,45,126,23,21,18,33,25,27,18,43
MSTRG.26408|VTI1BP4,0,0,0,0,0,0,0,0,0,0
MSTRG.26409|SET,941,1574,832,673,941,866,1167,1105,818,789
MSTRG.2641|RBM17,568,817,484,467,518,487,785,623,483,369
MSTRG.26410|PKN3,46,96,45,35,42,41,76,50,44,61
MSTRG.26411|RN7SL560P,0,0,0,0,0,0,0,0,0,0
MSTRG.26412|ZDHHC12,28,49,30,11,19,20,28,28,21,23
MSTRG.26413|RP11-545E17.3,5,7,0,0,2,0,3,4,0,3
MSTRG.26414|ZER1,688,587,643,516,887,777,760,665,569,627
MSTRG.26415|Metazoa_SRP,1,0,2,0,0,0,2,2,0,0
MSTRG.26416|TBC1D13,253,305,237,191,326,250,259,199,194,174
MSTRG.26418|ENDOG,384,339,256,325,466,434,476,419,301,471
MSTRG.26419|C9orf114,272,325,265,197,271,119,287,111,218,170
MSTRG.26420|CCBL1,55,64,58,48,79,61,86,64,78,72
MSTRG.26421|LRRC8A,123,200,138,79,175,174,206,162,118,294
MSTRG.26422|NUP188|PHYHD1|RP11-101E3.5,305,507,312,277,326,342,497,420,280,311
MSTRG.26423|DOLK,58,96,44,39,46,58,44,63,26,50
MSTRG.26424|RP11-167N5.5,0,0,2,4,0,1,2,1,1,0
MSTRG.26425|SH3GLB2,211,319,210,191,208,189,244,280,270,231
MSTRG.26426|AL592211.1|FAM73B,239,221,159,115,204,197,235,198,170,150
MSTRG.26427|DOLPP1,28,59,35,24,29,32,40,29,12,8
MSTRG.26428|CRAT,2555,1740,1793,1872,2669,2689,3106,2764,2018,2403
MSTRG.26429|RP11-247A12.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26430|AL158151.2,1,0,3,2,1,1,4,0,1,2
MSTRG.26431|PPP2R4,887,970,957,778,1067,1255,1298,1193,1028,1023
MSTRG.26432|IER5L,18,85,9,13,16,18,20,9,12,33
MSTRG.26433|RP11-247A12.8,0,0,0,0,0,0,0,0,0,0
MSTRG.26434|RP11-247A12.2,2,6,0,0,7,0,2,0,5,0
MSTRG.26435|LINC00963|RP11-492E3.51,204,477,17,26,25,101,95,118,94,222
MSTRG.26436|NTMT1,238,236,209,169,225,234,262,225,200,185
MSTRG.26437|C9orf50,0,0,0,0,0,0,0,0,0,0
MSTRG.26438|ASB6,85,257,80,42,152,102,182,192,80,83
MSTRG.26439|RP11-483H20.4,0,0,0,0,0,0,0,0,0,0
MSTRG.2644|PFKFB3,265,452,712,487,137,142,387,217,171,275
MSTRG.26440|TOR1B,74,111,69,66,78,66,117,89,71,66
MSTRG.26441|TOR1A,79,147,98,85,92,80,119,111,84,89
MSTRG.26442|C9orf78,370,516,355,261,331,269,479,334,331,322
MSTRG.26443|USP20,122,198,176,94,154,133,176,142,102,102
MSTRG.26444|MIR6855,0,0,0,0,0,0,0,0,0,1
MSTRG.26445|FNBP1,263,350,257,242,323,348,319,309,294,274
MSTRG.26447|RP11-409K20.6,0,0,0,0,0,0,0,0,0,0
MSTRG.26448|GPR107,357,474,350,272,347,376,440,380,307,372
MSTRG.26449|Y_RNA,0,0,0,0,0,0,0,0,0,0
MSTRG.2645|RN7SKP78,0,0,0,0,0,0,0,0,0,0
MSTRG.26450|HMCN2,1041,1712,872,463,702,867,927,721,839,1198
MSTRG.26452|RN7SL665P,0,0,0,0,0,0,1,0,0,2
MSTRG.26453|ASS1,281,393,134,136,167,174,277,200,149,210
MSTRG.26454|FUBP3,195,318,234,199,201,200,242,246,169,151
MSTRG.26455|MIR6856,0,0,1,0,0,0,0,0,0,0
MSTRG.26456|EXOSC2,134,214,108,92,81,75,160,143,77,90
MSTRG.26458|ABL1,307,329,242,186,223,358,426,231,293,565
MSTRG.26459|RP11-57C19.6,0,0,0,0,0,0,0,0,0,0
MSTRG.2646|MIR3155A,0,0,0,0,0,0,0,0,0,0
MSTRG.26460|AIF1L,18,244,195,173,191,113,259,245,236,48
MSTRG.26461|NUP214,217,248,316,204,283,269,300,286,174,183
MSTRG.26462|RNU6-881P,0,0,0,0,0,0,0,0,0,0
MSTRG.26463|RP11-544A12.4,0,0,0,0,0,0,0,0,0,0
MSTRG.26464|RP11-544A12.8,0,0,2,0,0,0,0,0,3,0
MSTRG.26465|FAM78A,299,259,543,365,388,451,718,592,457,287
MSTRG.26466|PLPP7,1259,908,1382,1082,1299,1381,1569,1386,1394,1477
MSTRG.26467|PRRC2B|SNORD62B,983,1055,958,715,794,926,820,733,797,634
MSTRG.26468|SNORD62A,0,0,0,0,1,0,0,1,0,0
MSTRG.26469|RP11-334J6.7,70,40,0,0,0,0,60,0,0,0
MSTRG.2647|RP11-414H17.5,0,0,0,0,0,2,0,0,0,4
MSTRG.26470|POMT1,257,359,351,248,279,253,346,298,281,188
MSTRG.26471|RP11-334J6.6,0,3,0,0,0,0,0,0,0,3
MSTRG.26472|UCK1,176,246,145,120,191,155,267,247,130,174
MSTRG.26473|RAPGEF1,1345,1241,1363,1199,1415,1619,1857,1628,1241,1186
MSTRG.26474|RN7SL328P,0,0,0,0,0,0,0,0,0,1
MSTRG.26475|MED27,92,101,82,55,59,89,69,69,47,88
MSTRG.26476|SETX,410,420,383,319,359,319,444,423,359,365
MSTRG.26477|TTF1,88,100,112,88,100,65,100,117,86,83
MSTRG.26478|DDX31,60,78,58,31,50,44,68,63,33,38
MSTRG.26479|AL160165.1,0,0,0,0,0,0,0,3,0,0
MSTRG.2648|PRKCQ,945,729,1339,1299,1227,1130,1896,1772,1297,1385
MSTRG.26480|GTF3C4,185,154,118,110,137,170,211,163,97,116
MSTRG.26481|TSC1,446,489,493,409,495,460,668,615,498,383
MSTRG.26482|EEF1A1P5,1602,6734,690,509,646,1006,1174,1187,911,1707
MSTRG.26483|GTF3C5,267,434,298,225,312,306,432,250,259,306
MSTRG.26484|MIR6877,0,0,0,0,0,0,1,1,0,0
MSTRG.26485|RALGDS,178,390,300,160,187,235,287,280,243,273
MSTRG.26486|SURF6,193,269,175,163,158,178,208,184,130,129
MSTRG.26487|MED22,113,178,28,55,38,118,59,50,90,29
MSTRG.26488|RP11-244N20.7,0,2,0,0,0,0,0,0,0,0
MSTRG.26489|RPL7A|SNORD24|SNORD36A|SNORD36B|SNORD36C,3889,6637,3608,3563,3413,2943,4799,4275,3453,3999
MSTRG.2649|PRKCQ-AS1,172,89,224,193,212,249,109,122,172,182
MSTRG.26490|AL593848.2|SURF1,287,354,146,138,144,159,298,253,254,248
MSTRG.26491|SURF2,52,59,34,27,32,46,33,43,47,37
MSTRG.26492|SURF4,519,218,391,380,442,495,502,468,443,488
MSTRG.26493|STKLD1,3,9,7,6,2,3,10,4,0,2
MSTRG.26494|REXO4,189,247,191,144,227,230,299,275,197,206
MSTRG.26495|ADAMTS13,34,99,22,8,30,42,57,30,33,52
MSTRG.26496|CACFD1,53,94,60,33,54,75,84,53,69,96
MSTRG.26498|TMEM8C,0,72,0,0,0,2,0,0,0,0
MSTRG.26499|ADAMTSL2,55,310,65,63,68,100,77,74,88,68
MSTRG.265|LRRC38,105,457,343,190,193,249,360,298,80,119
MSTRG.2650|RP11-554I8.2,111,141,43,56,107,106,83,80,63,88
MSTRG.26501|VAV2,18,110,23,12,24,41,37,34,31,13
MSTRG.26502|LINC00094,78,131,4,3,18,73,109,13,66,79
MSTRG.26503|BRD3,172,238,296,190,205,154,235,277,118,112
MSTRG.26504|RP11-374P20.4,0,0,0,0,0,0,0,0,0,0
MSTRG.26505|LL09NC01-251B2.3,0,0,0,0,0,0,0,0,0,0
MSTRG.26506|WDR5,220,311,225,153,221,192,286,253,194,206
MSTRG.26507|RXRA,440,402,1133,1116,641,629,1371,812,732,516
MSTRG.26508|MIR4669,0,0,0,0,0,0,0,0,0,0
MSTRG.26509|COL5A1,233,1882,209,155,167,638,317,259,204,907
MSTRG.2651|ITIH5,419,1009,439,379,370,775,593,579,332,655
MSTRG.26510|COL5A1-AS1,0,0,0,0,0,0,0,0,0,0
MSTRG.26511|OLFM1,148,125,126,128,34,46,169,155,157,145
MSTRG.26512|PPP1R26-AS1,5,7,0,0,0,0,0,0,0,0
MSTRG.26513|PPP1R26,49,122,53,47,67,61,70,64,57,49
MSTRG.26514|C9orf116,0,5,0,0,0,2,0,4,2,5
MSTRG.26515|MRPS2,390,323,286,222,337,389,280,285,156,319
MSTRG.26516|RP11-426A6.5,2,2,6,0,2,5,7,2,3,0
MSTRG.26517|KCNT1,328,155,350,315,409,375,480,372,337,299
MSTRG.26518|CAMSAP1,499,801,609,529,621,621,771,705,567,580
MSTRG.2652|KIN,60,92,64,53,55,56,73,82,59,39
MSTRG.26520|UBAC1,937,1020,1393,1438,1442,1523,2081,1727,1317,1424
MSTRG.26521|NACC2,203,224,246,159,220,182,263,244,201,183
MSTRG.26522|C9orf69,185,176,195,161,243,209,43,221,40,213
MSTRG.26524|RP11-83N9.6,24,15,13,11,39,34,34,29,21,23
MSTRG.26525|GPSM1,11,51,7,13,12,19,19,12,11,11
MSTRG.26526|CARD9|DNLZ,32,37,16,27,39,27,51,38,17,41
MSTRG.26527|SNAPC4,62,95,59,66,45,61,85,47,33,43
MSTRG.26528|SDCCAG3,144,268,135,92,116,98,138,103,97,84
MSTRG.26529|PMPCA,631,617,386,363,512,492,608,526,423,458
MSTRG.2653|ATP5C1,2742,3042,1814,2102,2613,2859,3446,3311,2295,2893
MSTRG.26530|INPP5E,69,127,88,54,82,82,121,85,41,52
MSTRG.26531|SEC16A,473,553,482,393,455,459,582,557,450,458
MSTRG.26532|C9orf163,7,2,0,0,0,2,7,0,2,0
MSTRG.26533|NOTCH1,108,229,116,113,194,275,221,165,164,262
MSTRG.26534|MIR4673,0,0,0,0,0,1,0,0,0,0
MSTRG.26535|RP11-413M3.4,0,0,0,0,0,0,0,0,0,0
MSTRG.26536|RP11-251M1.1,4,0,0,0,0,0,4,4,4,4
MSTRG.26537|EGFL7,244,426,249,200,248,375,373,282,188,431
MSTRG.26538|MIR126,0,1,0,1,1,3,0,1,0,0
MSTRG.26539|AGPAT2,113,89,54,76,81,65,96,66,68,126
MSTRG.2654|TAF3,81,94,125,102,96,95,131,123,91,77
MSTRG.26540|FAM69B,21,65,54,44,37,71,68,54,30,53
MSTRG.26543|SNHG7|SNORA17|SNORA17A|SNORA17B,35,66,96,59,76,101,145,122,98,138
MSTRG.26544|CCDC183|RABL6|RP11-216L13.17|RP11-216L13.18|RP11-216L13.19|TMEM141,1210,1667,970,836,1314,1225,1428,1148,1148,1113
MSTRG.26545|CCDC183-AS1,0,9,0,3,8,6,3,0,13,0
MSTRG.26546|NCLP1,0,0,0,0,0,0,0,0,0,0
MSTRG.26547|MIR4292,1,2,2,1,0,1,2,2,1,1
MSTRG.26548|C9orf172|MAMDC4|PHPT1,1056,1430,723,741,988,1071,930,829,961,799
MSTRG.26549|EDF1,1128,2006,820,654,892,773,990,805,767,942
MSTRG.2655|RP11-401E9.3,1,0,0,0,0,0,0,0,0,0
MSTRG.26550|TRAF2,51,85,34,32,36,43,59,41,49,45
MSTRG.26551|MIR4479,0,0,0,0,0,0,0,0,0,0
MSTRG.26552|RP11-229P13.2,2,3,0,0,1,0,1,2,0,0
MSTRG.26553|RP11-229P13.25,0,0,0,0,1,0,2,0,1,5
MSTRG.26554|FBXW5,1104,1280,961,724,1014,898,1395,1056,1127,1437
MSTRG.26555|C8G,8,25,12,4,9,9,9,11,13,14
MSTRG.26556|LCN12,2,8,2,3,4,2,4,2,1,7
MSTRG.26557|LCNL1|PTGDS,188,507,247,190,181,413,344,292,152,393
MSTRG.26558|C9orf142,63,120,51,22,46,38,69,49,47,68
MSTRG.26559|ABCA2,220,316,235,150,234,245,248,206,202,230
MSTRG.2656|CELF2,260,655,263,258,204,248,263,249,297,364
MSTRG.26560|C9orf139,0,8,3,0,0,0,5,0,6,6
MSTRG.26561|FUT7|NPDC1|RP11-229P13.27,146,316,140,122,139,159,210,153,117,170
MSTRG.26563|MAN1B1-AS1,25,53,21,16,27,35,39,21,25,44
MSTRG.26564|MAN1B1,211,379,214,143,173,180,204,185,134,133
MSTRG.26565|SNORD62,0,0,0,0,0,0,0,0,0,0
MSTRG.26566|DPP7,325,436,255,209,276,256,342,214,250,276
MSTRG.26568|ANAPC2,208,246,197,141,170,172,213,164,135,176
MSTRG.2657|RP1-251M9.3,0,0,0,0,0,0,0,0,0,0
MSTRG.26570|SSNA1,84,97,90,47,201,75,112,84,148,186
MSTRG.26571|TMEM203|TPRN,310,376,221,221,308,301,399,368,252,228
MSTRG.26572|NDOR1,30,57,23,11,29,38,47,29,28,23
MSTRG.26575|RNF208,48,53,19,22,43,34,43,29,29,33
MSTRG.26577|TUBB4B,773,1167,432,428,877,717,837,736,869,705
MSTRG.26578|FAM166A,0,0,0,0,0,0,0,0,0,0
MSTRG.26579|NELFB,251,339,191,152,241,223,299,228,173,210
MSTRG.2658|RP11-397O4.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26581|NRARP,16,29,7,18,26,33,12,16,18,25
MSTRG.26582|EXD3,76,187,82,64,91,87,108,75,69,84
MSTRG.26583|NOXA1,53,185,86,57,103,75,92,40,21,40
MSTRG.26585|ENTPD8,0,0,0,0,0,0,0,0,0,0
MSTRG.26586|MIR7114|NSMF,81,187,93,52,93,86,106,70,57,107
MSTRG.26588|PNPLA7,248,298,295,172,279,200,301,246,225,208
MSTRG.2659|CELF2-AS2,0,0,0,0,0,0,0,0,0,0
MSTRG.26591|AL365502.1,1,1,0,0,0,0,0,0,0,1
MSTRG.26592|MRPL41,764,600,363,422,638,649,678,496,566,793
MSTRG.26593|DPH7,116,198,114,93,100,74,126,89,55,74
MSTRG.26595|ZMYND19,62,107,44,58,59,63,73,52,40,50
MSTRG.26596|ARRDC1,112,174,75,62,76,134,147,123,84,91
MSTRG.26598|ARRDC1-AS1,101,156,82,81,105,77,106,101,90,101
MSTRG.26599|EHMT1,250,309,304,193,237,252,323,240,182,259
MSTRG.266|RP4-597A16.2,0,7,4,3,0,10,0,0,0,0
MSTRG.2660|RP3-323N1.2,0,0,0,0,0,0,0,0,0,0
MSTRG.26600|Metazoa_SRP,0,0,0,0,0,0,0,0,0,0
MSTRG.26601|SETP5,0,2,0,2,0,0,0,0,0,0
MSTRG.26602|EHMT1-IT1,2,11,6,2,6,6,4,4,6,10
MSTRG.26603|RP11-188C12.2,2,7,10,1,4,12,8,8,5,9
MSTRG.26604|MIR602,0,0,0,0,0,0,0,0,0,0
MSTRG.26605|RP11-188C12.3,0,0,0,0,0,0,0,0,0,0
MSTRG.26606|CACNA1B,0,0,0,0,0,0,0,0,0,0
MSTRG.26607|AC145212.2|AC145212.4,111,154,32,29,91,105,310,248,70,81
MSTRG.26609|AC145212.3,0,0,0,0,0,0,0,1,1,0
MSTRG.2661|CELF2-AS1,12,3,11,3,0,6,4,3,0,4
MSTRG.26610|AC145212.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26611|AC011043.1,6,30,30,32,6,6,43,40,0,0
MSTRG.26617|AL592183.1,86,165,34,43,23,48,89,70,18,14
MSTRG.26618|RNA5-8S5,3,4,5,5,3,2,3,2,3,5
MSTRG.2662|ECHDC3,77,175,177,136,266,152,224,180,103,166
MSTRG.26620|AL592188.11,1,1,1,1,1,1,1,1,0,1
MSTRG.26622|AL592188.6,0,0,0,1,0,0,0,1,0,0
MSTRG.26623|RNA5-8S5,3,4,5,5,3,2,3,2,3,5
MSTRG.26624|AL592188.7,1,1,1,1,0,1,1,1,0,1
MSTRG.26627|AC240274.1,83,215,115,51,107,103,130,112,32,86
MSTRG.26628|U1,2,3,2,1,1,1,2,2,2,5
MSTRG.2663|UPF2,269,348,341,353,345,357,496,442,281,283
MSTRG.26630|AC004556.1,102,123,105,108,90,98,198,147,124,131
MSTRG.26635|H19_1,4,42,6,6,6,13,3,3,6,11
MSTRG.26636|AC004556.2,783,4376,594,417,582,1279,700,567,631,876
MSTRG.26637|H19_2,1,1,1,1,1,1,1,1,0,0
MSTRG.26638|H19_3,2,8,2,2,1,5,3,2,2,0
MSTRG.26639|RNA5-8S5,3,4,5,5,3,2,3,2,3,5
MSTRG.2664|RNU6-1095P,0,0,0,0,1,0,0,0,0,0
MSTRG.26641|AL353644.10,5,7,9,11,3,4,4,2,5,6
MSTRG.26642|RNA5-8S5,3,4,5,5,3,2,3,2,3,5
MSTRG.26644|AC007325.4,426,443,230,203,675,629,744,539,537,700
MSTRG.26645|AC007325.2,113,120,48,37,69,44,44,48,159,216
MSTRG.26647|MT-TF,105,87,76,45,112,109,145,156,46,57
MSTRG.26648|MT-RNR1,35753,29964,24886,20668,45001,37760,36408,37450,24563,29592
MSTRG.26649|MT-TV,444,156,291,191,641,736,461,564,293,275
MSTRG.2665|AL138898.1,0,0,0,0,0,0,0,0,0,0
MSTRG.26650|MT-RNR2,361510,295610,251824,234943,413224,395239,342557,360431,235704,286140
MSTRG.26652|MT-TL1,3118,1601,3029,2779,3839,5226,4972,6043,3224,3141
MSTRG.26653|MT-ND1,206024,184385,250980,263391,290054,373878,347413,366159,304349,360919
